movieName;Metascore_w;Author;AuthorHref;Date;Summary;InteractionsYesCount;InteractionsTotalCount;InteractionsThumbUp;InteractionsThumbDown;AbsoluteIncrease;RelativeIncrease
kiss-kiss-bang-bang;10;Compi24;/user/Compi24;Nov 28, 2012;[];0;0;0;0;1;0.1111111111111111
cinderella-man;10;Compi24;/user/Compi24;Nov 28, 2012;[];2;2;2;0;1;0.1111111111111111
batman-begins;10;Compi24;/user/Compi24;Nov 28, 2012;"[ ""What Nolan did here is something incredible; not only did he resurrect a then-dead franchise name, but he catapulted everybody's opinion of Batman to a more serious level. By using his Memento-style Non-linear storytelling techniques, beautiful cinematography, and insanely witty and provocative dialogue, Nolan created the most captivating superhero yarn to date. Christian Bale is almost objectively the best Batman actor. I've never seen any of the other Batman actors put as much effort into this role as Bale has. He really, and truly lifted this role off the proverbial page and he successfully managed to encapsulate the Batman/Bruce Wayne that Bob Kane and Bill Finger created. Every other actor in this movie is fantastic as well. Morgan Freeman, Liam Neeson, Michael Caine, Gary Oldman all comprise the amazing supporting cast. On a personal note, the film also possesses has one of my favorite scores too. Hans Zimmer and James Newton Howard really did something out of the box for this film, but they also did something quite beautiful and appropriate. Overall, this movie is one of the most influential movies I have ever seen. It managed to portray every aspect of Batman's origin to a tee. Truly, a masterpiece."" ]";1;1;1;0;1;0.1111111111111111
the-40-year-old-virgin;10;Compi24;/user/Compi24;Nov 28, 2012;[];0;0;0;0;1;0.1111111111111111
apollo-13;10;Compi24;/user/Compi24;Nov 28, 2012;[];1;1;1;0;1;0.1111111111111111
walk-the-line;10;Compi24;/user/Compi24;Aug 11, 2013;"[ ""Not only is it the greatest, most evocative filmic depiction of a musician I've ever seen, it's easily one of the top three biopics I have ever seen. With Phoenix and Witherspoon's frighteningly uncanny performances, a superbly thematic script, a brilliant set of images, and an obviously extraordinary musical atmosphere, \""Walk The Line\"" is nothing short of immaculate."" ]";1;1;1;0;1;0.1111111111111111
collateral;10;Compi24;/user/Compi24;Nov 28, 2012;"[ ""Michael Mann's \""Collateral\"" initially piqued my interest because of it's fairly intriguing premise; a cab driver happens to pick up a hitman for a passenger. However, as I watched the film, I realized that there was a lot more to this film than the well written story. The movie features a breadth of captivating performances. Namely, Cruise's badass \""Vincent\"" character and Jamie Foxx's Academy Award-Nominated performance as \""Max\"". Tom Cruise's character is freaking hilarious - this movie features a virtual showcase of Tom Cruise Psychopathic Badassery. Between him and Foxx their chemistry makes for pretty great entertainment and some awesome dialogue too. In terms of technical aspects the film does well at utilizing an arsenal of stylish, yet still subtle camera techniques. Also the film uses a very significant amount of dark lighting to enhance the overall visual quality of the film and the gritty West L.A. setting. The ending sequence of this movie is probably one of the most absorbing scenes I've ever seen - really stressful stuff. Overall, \""Collateral\"" makes for an invigorating experience with a smart story, superb acting, and a poopload of thrills."" ]";3;3;3;0;1;0.1111111111111111
anchorman-the-legend-of-ron-burgundy;10;Compi24;/user/Compi24;Nov 28, 2012;[];0;0;0;0;1;0.1111111111111111
elf;10;Compi24;/user/Compi24;Nov 28, 2012;[];0;0;0;0;1;0.1111111111111111
napoleon-dynamite;10;Compi24;/user/Compi24;Nov 28, 2012;[];0;0;0;0;1;0.1111111111111111
crimson-tide;10;Compi24;/user/Compi24;Nov 28, 2012;"[ ""\""Crimson Tide\"" is a 1995 film Starring Denzel Washington and Gene Hackman. The Tony Scott film involves a first officer (Washington) on a nuclear submarine who clashes with his captain (Hackman) over whether or not they have enough information to perform a first strike on a volatile Russia. As far as, Tony Scott films go, they're sort of hit or miss. I loved \""Man On Fire\"" and \""Unstoppable.\"" However, movies like \""Deja Vu\"" and \""The Taking Of Pelham 123\"" are just sort of \""meh\"" for me. This is partly because Mr. Scott made a very strange transition midway through his career. He went from using a really clean and traditional camera movement (as in \""Top Gun,\"" \""True Romance,\"" and \""Crimson Tide\"") to using this really frenetic and trippy camera style (as in \""Deja Vu,\"" \""Man On Fire,\"" and \""Unstoppable\""). Sometimes the latter works, sometimes it doesn't, but one thing that usually has stayed amazingly consistent throughout Tony Scott's career is a brilliant lead performance from Denzel Washington. Tony Scott and Denzel Washington have collaborated together five times, and they've crafted some amazing stuff. \""Crimson Tide\"" is no different here - Denzel sails through this movie with an utterly incredible finesse. However, while Denzel's performance is a force to be reckoned with, the best performance in this film is from none other than Popeye Doyle himself; Mr. Gene Hackman. His portrayal of Captain Frank Ramsey is one of the most menacing performances I've seen him give in a long while. Hackman owns this ship. In terms of directing, this movie in my opinion had everything \""The Hunt For Red October\"" had, yet there was just a tad more. While \""The Hunt For Red October\"" filmed it's underwater combat scenes using trick photography and models in midair, \""Crimson Tide\"" actually shot their model ships underwater and utilized practical special effects on them regularly. While \""The Hunt For Red October\"" had a brilliant score by Basil Poledouris, \""Crimson Tide\"". . .had Hans Zimmer. Finally, while \""The Hunt For Red October\""'s plot was very interesting and definitely worth watching, \""Crimson Tide\"" managed to be one of the most intense filmgoing experiences for me in a very long time - the fear of a nuclear holocaust is hammered into your head at an almost unsettling degree. White-knuckle film? You don't know the meaning of the term. \""Crimson Tide\"" is an unbelievable film that I will not soon forget."" ]";0;0;0;0;1;0.1111111111111111
casino-royale;10;Compi24;/user/Compi24;Nov 28, 2012;"[ ""\""Casino Royale\"" is the story of, MI6 agent, James Bond's (Daniel Craig) first mission. Fresh off of receiving the coveted \""007\"" status, Bond begins the long and elaborate task of bankrupting the world's top terrorist financier, Le Chiffre (Mikkelson). Now, I am, proudly, a James Bond fan myself and when I had heard that they were going to reboot the franchise ala \""Batman Begins\""; I was elated. Because honestly the last few Bond films have been something off a showcase of silliness. After watching \""Casino Royale\"" I can safely say that this film effectively restores the Bond film series, as well as the James Bond name, to everything that author Ian Fleming had originally intended. This film features one of the most dynamic portrayals of the character I've ever seen on film. Sure, everything from the previous films is there (the charm, wit, etc.), but Actor Daniel Craig brings some aspects to the character I've never seen before. He does a really profound job at accentuating just how much of a cold bastard 007 really is. Though he also does a good job at depicting the more loving side of Bond -like I said. . .dynamic. With all these different shades of Bond in tow, Craig creates, quite possibly, my favorite representation of the character. Eva Green does a fine job in her role as the beguiling treasury agent, Vesper Lynd. Green and Craig construct a deep kind of chemistry that I have yet to see any other Bond and \""Bond-girl\"" develop on film. Also, cheers to Mads Mikkelson for playing one of the creepiest Bond-villains I've ever seen. In terms of technicalities, The camerawork is very clean, and editing is logical and accurate. The soundtrack utilizes the classic Bond Theme, but it also employs some extra nuances that I found to be quite suitable for the overall tone of the film. The screenplay is very well written, giving Bond some of the funniest lines I've ever heard his character say. The action is there too, as this movie features some of the coolest and most intimidating set pieces I've seen on film. I mean like some real \""Uncharted-esque\"" stuff happens in this movie- pretty awesome. Anyways, I sincerely enjoyed \""Casino Royale\"", for it re-establishes the James Bond franchise in a place that I feel is very fresh and provocative."" ]";0;0;0;0;1;0.1111111111111111
a-christmas-story;10;Compi24;/user/Compi24;Nov 28, 2012;[];0;0;0;0;1;0.1111111111111111
finding-nemo;10;Compi24;/user/Compi24;Nov 28, 2012;[];0;0;0;0;1;0.1111111111111111
road-to-perdition;10;Compi24;/user/Compi24;Nov 28, 2012;"[ ""Once again, Sam Mendes manages to successfully craft a truly powerful drama with \""Road To Perdition\"". The movie cohesively blends together very deep and moving themes that explore the repercussions of violence, the relationships between fathers and sons, and the path to vengeance. With incredible performances from Tom Hanks and Paul Newman, an awesome soundtrack by Thomas Newman, and stunning camerawork by Conrad L. Hall, \""Road To Perdition\"" remains, in short, superlative."" ]";2;2;2;0;1;0.1111111111111111
signs;10;Compi24;/user/Compi24;Nov 28, 2012;[];0;0;0;0;1;0.1111111111111111
the-big-lebowski;10;Compi24;/user/Compi24;Nov 28, 2012;[];3;5;3;2;1;0.1111111111111111
zodiac;10;Compi24;/user/Compi24;Nov 28, 2012;"[ ""David Fincher delivers a pretty entertaining thriller with \""Zodiac\"". The story follows several men who become obsessed with the infamous Zodiac Killer and his reign of terror over the San Francisco Bay area during the 60s and 70s. The movie delves deep into what happens to investigators when their cases go unsolved, and how far they'll go to uncover the truth. All in all, I felt that \""Zodiac\"" was a pretty well-crafted film - especially in a technical sense. David Fincher implements a number of convoluted CG techniques to recreate the Zodiac Killer murders and certain areas of San Francisco. Fincher also filmed the majority film using the digital Thomsom Viper camera, something that, at the time, was relatively innovative. The acting was pretty great, I felt that every actor delivered their roles with the utmost accuracty. Also, the script seemed very well written and fairly convincing. As a film, \""Zodiac\"" really does it's job of making you feel as though you are chasing after the elusive killer himself."" ]";2;2;2;0;1;0.1111111111111111
one-flew-over-the-cuckoos-nest;10;Compi24;/user/Compi24;Nov 28, 2012;"[ ""In Milos Forman's 1975 Best Picture Winning adaption of the classic Ken Kesey novel, \""One Flew Over The Cuckoo's Nest\"", he doesn't just create an overwhelmingly inspiring and entertaining flick, but he creates one of the greatest movies of all time. I've said it before and I'll say it again; Jack Nicholson's Academy Award Winning turn as R.P. McMurphy is one of my all-time favorite film characters, and he ultimately makes this movie that much more entertaining. Everyone else did an incredible job in their respective roles, including Louise Fletcher's Academy Award Winning portrayal of the villainous Nurse Ratched, a young Danny DeVito's depiction of Martini, and a young Christopher Lloyd's illustration of Taber. Now, I know that some people claim that movie bastardizes the book because it's not told from the perspective of another character in the film. However, the movie still effectively presents the themes that are communicated in the novel, and it still makes a meaningful attempt at trying to portray all the events in the novel correctly. \""One Flew Over The Cuckoo's Nest\"" was a movie that was ahead of it's time. If it were released now, in 2011, I wholeheartedly believe that it would be a success - bigger than it was in 1975. It makes you laugh until it hurts you it makes you feel horrible, and it makes you cheer in triumphant glory. Perfection."" ]";0;0;0;0;1;0.1111111111111111
groundhog-day;10;Compi24;/user/Compi24;Nov 28, 2012;"[ ""Harold Ramis' \""Groundhog Day\"" is not only a worthy addition to Bill Murray's stellar repertoire, an unendingly hilarious comedy, an uncommonly sweet narrative, or a truly compelling thematic adventure. It's a monumentally significant addition to cinema as a whole."" ]";2;2;2;0;1;0.1111111111111111
superbad;10;Compi24;/user/Compi24;Nov 28, 2012;[];0;0;0;0;1;0.1111111111111111
memento;10;Compi24;/user/Compi24;Nov 28, 2012;[];3;3;3;0;1;0.1111111111111111
forrest-gump;10;Compi24;/user/Compi24;Nov 28, 2012;[];0;0;0;0;1;0.1111111111111111
the-fugitive;10;Compi24;/user/Compi24;Nov 28, 2012;[];1;2;1;1;1;0.1111111111111111
cast-away;10;Compi24;/user/Compi24;Nov 28, 2012;"[ ""Robert Zemeckis' \""Cast Away\"" is a movie that is not only a revolutionary piece of film, but it is as poignant and affecting as they come. One of the most interesting and, often, unsung aspects of \""Cast Away\"" is that Zemeckis and his crew basically crafted this movie on the fly and during production. In fact, the whole concept of \""Wilson The Volleyball\"" was not conceived until about halfway through shooting. Another interesting aspect of the film is that a very large portion of it has no dialogue, yet it still remains highly entertaining experience. Much of the film's complexity comes from the incredibly moving performance as Chuck Noland, a FedEx engineer who is tragically separated from everything he loves. Which leads me to another point, and, possibly, my favorite aspects of \""Cast Away\"" - the themes conveyed. The movie is deeply driven by the central idea that life can be cruel and unforgiving thing, but that shouldn't stop us from pursuing something better. This theme is accentuated to an enormous degree by the movies soundtrack by Alan Silvestri. Though the soundtrack is absent throughout most of the first half of this movie, the movie's main theme is slowly introduced towards the end of the film. It's a very solemn musical piece that effectively illustrates the pain the Chuck Noland experiences throughout the movie, but it also presents a sort of hopeful tone to the film. In the end, I feel that \""Cast Away\"" presents a number of innovative and impressive techniques that, ultimately, make it a near-perfect film."" ]";0;0;0;0;1;0.1111111111111111
unbreakable;10;Compi24;/user/Compi24;Nov 28, 2012;"[ ""\""Unbreakable\"" is a 2000 M. Night Shyamalan film about David Dunne (Willis), an everyman, who becomes involved in a train wreck that leaves him mysteriously unscathed. With the help of a mysterious man (Jackson), Dunne soon learns that he is, in fact, an extraordinary man with superhuman attributes. Now, I know that the first mention of the name \""Shyamalan\"" nowadays leads many people to think, \"". . .ew 'The Last Airbender' \"". However, there was a time when Shyamalan actually made pretty good movies. This, thankfully, is one of the only 3 he has made. \""Unbreakable\"" is a truly compelling study of the narrative mechanics of comic books. I, being a big nerd who loves comic books, found this movie to be intensely interesting to watch because it clued me into things which I didn't know about them. Like the fact that a villains eyes are always portrayed to slightly bigger than the hero's because it shows that his view on the world is slightly more off-kilter than the hero's. And the fact that the hero's origin is often tied/interconnected with the villain's origin. These are just two of the many interesting concepts of comic book writing that are discussed throughout \""Unbreakable\"". Now make no mistake - this movie isn't a documentary. Yes, it does discuss a lot of the methods comic book writers utilize to convey their very distinct messages, but it does this verbally and nonverbally. This movie maintains a very quiet, yet intensely brooding tone. This tone is amplified by the really somber and mesmerizing performance from Bruce Willis. The cinematography is really intelligently executed, as I found myself saying, \""oh that was pretty cool/clever\"", to a very large amount of this film's shots. The ending could've used some work, but I'm sure with time I can learn to appreciate it. In the end, I found \""Unbreakable\"" to be a very good film that delves deeply into some really cool subject matter."" ]";0;0;0;0;1;0.1111111111111111
the-godfather;10;Compi24;/user/Compi24;Nov 28, 2012;[];0;0;0;0;1;0.1111111111111111
american-beauty;10;Compi24;/user/Compi24;Nov 28, 2012;"[ ""I have never seen a movie that cogently blends together elements of a pragmatic social satire and a poignant domestic tragedy. Though, this is by far one of the most messed up films I have ever seen. . .it is also one of the best. When you have an incredible cast, an intelligent director, a brilliant screenplay, and amazing camerawork and music, all of these parts seem to fall into place and work cohesively to create a masterpiece.."" ]";1;4;1;3;1;0.1111111111111111
jaws;10;Compi24;/user/Compi24;Nov 28, 2012;[];0;0;0;0;1;0.1111111111111111
the-naked-gun-from-the-files-of-police-squad!;10;Compi24;/user/Compi24;Nov 28, 2012;[];4;4;4;0;1;0.1111111111111111
the-green-mile;10;Compi24;/user/Compi24;Nov 28, 2012;[];1;1;1;0;1;0.1111111111111111
fight-club;10;Compi24;/user/Compi24;Nov 28, 2012;"[ ""Ahh here it is. My review of David Fincher's classic adaption of Chuck Palahniuk's transgressional fiction master work. \""Fight Club\"" tells the story of a corporate drone (Norton) who (like many) is displeased with his life. He, in turn, forms a 'fight club' with Tyler Durden (Pitt) a soap maker to escape from this sedative lifestyle. Now right off the bat, if this movie were shown to the original pioneers of film (i.e. Porter, Chaplin, Capra) I can safely say that upon completion of the film they would promptly scream, yell, cry, and then explode. . . .maybe. They would definitely be appalled by what they would see. However, this does not make \""Fight Club\"" a bad film. For, film, like literature, can take on many forms and eventually evolve over time. Though the themes displayed throughout the film are definitely strange and at times shocking, they are also peculiarly thought-provoking and at times pragmatic. The movie's messages on defiance and nihilism are deeply rooted within it's very intelligently written script. The dialogue is hilarious and at times disturbingly provocative. Brad Pitt and Edward Norton are two intensely talented actors, and seeing them work together on screen is really entertaining. Though anyone who watches this movie will walk out of the film talking about Brad Pitt's unforgettable portrayal of Tyler Durden. Pitt's obvious dedication to the role, paired with the near-perfectly written script he was given, makes for a character that I will quote many a time to come. Another aspect that I found particularly unique was the cinematography. I found that Photographic Director Jeff Cronenweth did a noteworthy job with the visuals of this movie. He really succeeded in using lighting to accentuate just how dismally somnolent the narrator's life is. I also felt that the use of lighting towards the end of the film was also very aesthetic. As for direction, David Fincher is . . . .well he's David Fincher. The guy really knows how to put a film together. In the end, \""Fight Club\"" is a dark, dreary, appalling, hilarious film that I am glad to call a classic piece of American culture."" ]";4;5;4;1;1;0.1111111111111111
the-sixth-sense;10;Compi24;/user/Compi24;Apr 24, 2017;"[ ""True, this first blockbuster from writer/director M. Night Shyamalan's may be the downbeat responsible for the deluge of twist endings that eventually consumed his - now infamous - filmography. However, what \""The Sixth Sense\"" also does outside of its game-changing final reveal is simply tell a compelling story. In fact, the plot threads and characters in play are so frightfully addicting to watch that I knew full well what the twist was going in and I still had an unmitigated blast seeing everyone get to that final, cathartic revelation. This is a rich, jet black study of death and the macabre, the dangers of psychological trauma and isolation, the raw power behind human regret and reconciliation, and how all the aforementioned thematic devices can influence one another in life. It really is a carefully-constructed, laser-focused achievement in cinematic storytelling, with a stunning collection of lead performances (especially from that of young Haley Joel Osment) and, yes, a wallop of an ending. Make no mistake though, this didn't make over a half of a billion dollars because of its final two minutes. Indeed, with \""The Sixth Sense,\"" it's all about the journey. For me, the destination, seems like a footnote in comparison to all the beauty at hand throughout this one."" ]";1;1;1;0;1;0.1111111111111111
the-shawshank-redemption;10;Compi24;/user/Compi24;Nov 28, 2012;"[ ""What to say about the \""Shawshank Redemption\""? I shouldn't really have to say anything because when most people hear about it, they already have a pretty good idea of how incredible it is. This movie is freakin' immaculate. Darabont and Co. have created not only the most inspiring film in ages, but one of the most emotionally significant films to date. The movie teaches things to us that we need to know - messages on hope, perserverance, and friendship - and it does it with marvelous eloquency. By far, one of the greatest films I have ever seen - a master work of art."" ]";2;2;2;0;1;0.1111111111111111
the-usual-suspects;10;Compi24;/user/Compi24;Nov 28, 2012;[];0;0;0;0;1;0.1111111111111111
good-will-hunting;10;Compi24;/user/Compi24;Nov 28, 2012;[];0;0;0;0;1;0.1111111111111111
pineapple-express;10;Compi24;/user/Compi24;Jul  9, 2015;"[ ""The David Gordon Green directed \""Pineapple Express\"" tells the story of Dale Denton (Rogen) and Saul Silver (Franco), two pot-smoking friends who end up becoming deeply involved with a gang ruthless drug dealers. Now, I had always heard \""Pineapple Express\"" was a brilliant blend of genres, and that's what it is - a great stoner comedy that successfully blends buddy-action elements into it's story. The script was hilarious, as it's written by Seth Rogen himself and fellow successful screenwriter Evan Goldberg. The comedic elements written into said script ,although low-brow and often dark, came off as very breezy and ended up being one of the key factors of appeal for the film. Though the best part about the film, for me, was the really believable chemistry between James Franco and Seth Rogen. The two have worked together before on the cult television series \""Freaks And Geeks\"", and their real-life friendship transfers very beautifully on film. Surprisingly enough, the movie also featured a sufficient amount of thrills and action - especially towards the end. Overall, I found \""Pineapple Express\"" to be a delightfully funny buddy-stoner-action-comedy that brought the laughs and surprises in shovelfuls."" ]";0;0;0;0;1;0.1111111111111111
a-few-good-men;10;Compi24;/user/Compi24;Nov 28, 2012;"[ ""\""A Few Good Men\"" is a 1992 courtroom drama film Directed by Rob Reiner and starring Tom Cruise. The story follows a young lawyer's plight to defend two marines accused of murder. Now I know just about everyone's heard of this film. If they haven't, they've at least heard of the line, \""You can't handle the truth!\"" That line is just a snippet of the greatness that is weaved into this film. Starting off on a related note, the script is fantastic. Aaron Sorkin strikes again with his rapier wit and compelling dialogue. The story is a very compelling look at the military definitions of honor and loyalty and how they can sometimes become misinterpreted. Some of the lines in this film are also spectacularly memorable. However, while the screenplay is decidedly impressive, the most imposing aspect of this film is the performances within it. Every single actor in this film brought their best to the table, and it's because of the unbelievably captivating performance from Jack Nicholson that everyone else raised their bars. Nicholson's really only in this film for about 10 or 15 minutes, but man does he make those minutes count with his caustic and snide portrayal of Colonel Nathan R. Jessup. Again, it's his performance that caused everyone else in this film to bring their a-games, and holy crap did they. Tom Cruise, Kevin Pollak, Kevin Bacon, J.T. Walsh, Kiefer Sutherland, Demi Moore, all did unbelievable jobs with their respective characters. Even Wolfgang Bodison, a stagehand who had never acted before in his life, did a really beautiful job with his role. The aforementioned fact is a real testament to the seemingly limitless talent of Rob Reiner. After watching the special features of the film, you really get a good idea that Reiner forged an effective relationship with his actors and offered some acting tips of his own for their performances. Because this is such a character driven story, Reiner made a great choice in offering some of his own acting expertise to his cast. Overall, I felt that \""A Few Good Men\"" was a really masterfully directed, beautifully written, unforgettably performed coatroom drama that is sure to impress anyone."" ]";0;0;0;0;1;0.1111111111111111
pulp-fiction;10;Compi24;/user/Compi24;Jul 14, 2015;[];0;0;0;0;1;0.1111111111111111
inception;10;Compi24;/user/Compi24;Nov 28, 2012;"[ ""Christopher Nolan's \""Inception\"" is a movie that needs little to no introduction. It's a movie that took Nolan somewhere around 30 years to fully create. As a result of this preparation, \""Inception\"" remains the most intelligent science fiction film I've ever seen, and, not to mention, one of the greatest films I've ever seen. \""Inception\"" is as much of an sci-fi film as it is an action, drama, or a mystery - it's that multifaceted. The movie features one of the most well thought out plots I've ever seen, featuring an unforgettable cast of colorful characters that are portrayed excellently by their respective actors. In a technical aspect the film is nothing short of brilliant - \""Inception\"" took home most of the technical achievement Oscars at the Academy Awards this year. Another cool facet of the film (one of my favorite aspects of the movie) is the iconic, emotional, and bombastic soundtrack by Hans Zimmer. This is one of those movies that renews my faith in the movie industry, as a whole. Spectacular."" ]";0;0;0;0;1;0.1111111111111111
the-kings-speech;10;Compi24;/user/Compi24;Nov 28, 2012;[];0;0;0;0;1;0.1111111111111111
district-9;10;Compi24;/user/Compi24;Nov 28, 2012;"[ ""Neill Blomkamp makes his directorial debut with \""District 9\"", a movie that caught me by surprise. The movie initially caught my eye when it was featured as one of the ten movies nominated for Best Picture at the 82nd Academy Awards, and I've had high expectations ever since. However, after watching \""District 9\"" I can safely say that those expecations have been undoubtedly destroyed. Neill Blomkamp creates the most intelligently crafted science-fiction films I've seen since \""Inception\"". He utilizes an incredibly innovative documentary-style cinematography to create a tangible sense of realism. Another remarkable aspect of this movie is the fact that this film was created on an incredibly modest budget, and it raked in about seven times the amount of the funds at the box office. Pretty good stuff. The movie also features an unbelievably affecting performance from then first-time actor Sharlto Copley. He really does a fantastic job at illustrating all of the trials that his character, Wikus Van Der Merwe, has to endure. I was entertained throughout the entire duration of \""District 9\"" and I would gladly watch it many more times."" ]";0;0;0;0;1;0.1111111111111111
5050;10;Compi24;/user/Compi24;Nov 28, 2012;[];0;0;0;0;1;0.1111111111111111
the-grey;10;Compi24;/user/Compi24;Nov 28, 2012;"[ ""\""The Grey\"" is a 2012 movie directed by Joe Carnahan and starring Liam Neeson. The film is about a oil rigging team that tries to survive the harsh Alaskan wildlife after their plane crashes. Let me start off by saying that Joe Carnahan has been a hit or miss director for me. He usually specializes in high octane and stylized action flicks. Movies like \""The A-Team\"", and \""Smokin' Aces\"" look cool, but they fail to impress me on an intellectual level. Now, here we have \""The Grey\"". This movie is a departure from Joe Carnahan's style. . .in a good way. This movie is toned down to a much more believable level and it has substance. A great script that has not only great dialogue and characters, but this movie's script possesses very deep philosophical and poignant moments. I walked into this film feeling that my heart strings wouldn't be threatened. This movie tugged at them up a great deal. Liam Neeson gives the best performance I've ever seen him give. I honestly thought that Neeson would be the typical badarse he's been fond of playing as of late, but his character (and all of the other as well) is so multi-dimensional, complex, and most importantly, real. The soundtrack is as touching as it is chilling. Joe Carnahan proved me wrong. This movie is a phenomenally entertaining, moving, thrilling piece of cinema. I implore everyone to go see it."" ]";0;0;0;0;1;0.1111111111111111
the-dark-knight-rises;10;Compi24;/user/Compi24;Nov 28, 2012;[];0;1;0;1;1;0.1111111111111111
her;10;Compi24;/user/Compi24;Jan 15, 2014;"[ ""What else can possibly be said that critics and fans alike haven't been trumpeting ever since this film has debuted? \""Her\""'s honesty, absurdity, hilarity, sincerity, beauty, and simplicity are all on par with that of a kind of film I have not witnessed in a long while. Spike Jonze's perfectly written, immaculately shot, and flawlessly acted masterpiece, fails to even remotely create anything close to a fault."" ]";0;1;0;1;1;0.1111111111111111
interstellar;10;Compi24;/user/Compi24;Nov  9, 2014;"[ ""Sure, Nolan's massive sci-fi epic is an imperfect film with its off-beat structure and stuffed-to-the-gills plot. Though it is also a masterful achievement in the artistic field of film, with impossibly memorable imagery, a haunting central performance from Matthew McConaughey, and a truly impactful thematic premise. Simply remarkable."" ]";4;5;4;1;1;0.1111111111111111
mission-impossible---rogue-nation;10;Compi24;/user/Compi24;Aug 16, 2015;"[ ""Move over Brian DePalma, J.J. Abrams, and Brad Bird. Now Christopher McQuarrie joins the ranks of directors who have not only directed \""Mission: Impossible\"" movies, but directors who have made those \""Mission: Impossible\"" movies great. And what a great movie \""Rogue Nation\"" is. Stick-to-your-ribs action, lovable performances, terrific world-building, and a fantastically sleek look. Ethan Hunt's fifth adventure is, truly, a mission every movie-goer should choose to accept."" ]";1;3;1;2;1;0.1111111111111111
the-revenant-2015;10;Compi24;/user/Compi24;Dec 25, 2015;"[ ""In what might very well be Inarritu's best film, \""The Revenant\"" delivers in every way imaginable. You get immaculate cinematography that bridges the gap between the majestic and the phantasmagorical. You're delivered brilliantly designed set pieces, featuring ornate choreography and stunning practical effects. You get household-name actors, virtually disappearing into their vivid characters. A simple, yet powerful score. And an endlessly fascinating narrative dwelling in the film's heart. \""The Revenant\"" is easily one of the year's best films. In fact, simply calling \""The Revenant\"" a \""film\"" is a severe understatement. It truly is a breathtaking event to behold."" ]";33;66;33;33;1;0.1111111111111111
dont-breathe;10;Compi24;/user/Compi24;Aug 26, 2016;"[ ""In a year chock full of almost-perfects and nearly-immaculates, not only is it surprising to me that the year's best film (so far, in my opinion) is sitting pretty within one of the cinematic calendar's most unassuming months, but that's it's also a film that dwells inside one of my least favorite genres - horror. This isn't just your average horror movie, though. No, no. In fact, in many ways it falls short of the simple identifiers that help sell modern horror pictures in general. Supernatural elements? Nope. Found footage element? Not even. Jump scares galore? Think again. This is an inventive, accessible, painful, stick-to-your-ribs horror film that hearkens back to - yes, I know, but bear with me here - other twisted, psychologically-fuelled horror classics like \""Psycho\"" and \""The Silence Of The Lambs,\"" and it is without a doubt one of the most entertaining times I've had at the theater in recent memory. This is a film that has not only seen every horror movie known to man, but is well aware of the fact that you have too. \""Don't Breathe\"" takes a look at all the expectations, cliches, and tropes that we've gleaned from these horror films, spits on them, cusses at them, and flips the table on them. There is nearly nothing predictable about \""Don't Breathe.\"" And THAT is where the true horror comes in."", ""There's a certain point within the film (I'd say right around the twenty-minute mark) where you as a viewer are forced to take a step back and realize that you have absolutely no idea where this story is headed and that you are utterly powerless in the journey that is about to ensue. And that helplessness, that lack of certainty in what's about to happen; THAT's what makes this movie scary. Sure, the lead performance from Stephen Lang is truly menacing and a career best. Indeed, the set design and makeup effects evoke nausea and other forms of discomfort. Of course the darkness of the story at hand (both real and metaphorical) is spooky to think about. But I say again - knowing that director Fede Alvarez is deliberately misdirecting you at every turn? THAT's horrifying. I surrendered to \""Don't Breathe\"" and, as a result, I was able to enjoy what has quite easily become my favorite modern horror film to date."", ""In contrast to this film's title, I'd advise you guys to - y'know - always breathe. But what you should definitely NOT DO is miss this film. It is well worth your time."" ]";2;3;2;1;1;0.1111111111111111
the-lego-batman-movie;8;RvwFromUpHere;/user/RvwFromUpHere;Feb 11, 2017;"[ ""Who: Michael Cera, BoJack Horseman, Voldemort, Voldemort's Voice Actor, and NOT all of the other people who played Batman before (which I could have sworn the Lego people promised us)"", ""What: The most loving Batman parody of all time"", ""Where: Lego Gotham City"", ""When (Can I watch again): Whenever you need to be reminded Batman is a GREAT versatile character no matter what Ben Affleck will have you believe."", ""Why: This movie is genuine fun for all ages. Batman fans will especially get a kick of all the stellar references."" ]";1;1;1;0;0;0.0
split;8;RvwFromUpHere;/user/RvwFromUpHere;Jan 25, 2017;"[ ""Who: James McAvoy, Kid James McAvoy, Woman James McAvoy, Sexual Assault James McAvoy, Metro-sexual James McAvoy, Artsy James McAvoy, Diabetic James McAvoy, and more!"", ""What: The comeback M. Night Shyamalan deserves"", ""Where: A weird guy's basement; like most great movies."", ""When (Can I watch again): You'll probably need to watch it immediately due to disbelief that M. Night Shyamalan actually made a good film post 2003. Why: This is M. Night's 4th best film, and gives me hope for the future of this once incredible director's career."" ]";0;1;0;1;0;0.0
doctor-strange;8;RvwFromUpHere;/user/RvwFromUpHere;Nov  7, 2016;"[ ""Who: Benedict Cumberbatch, Sinead O'Connor, 12 Years a Slave, and the sh*tty version of Hannibal Lecter as, Kaecilius"", ""What: Ant-Man meets Harry Potter meets MC Escher"", ""Where: The consistently amazing Marvel Cinematic Universe"", ""When (can I watch again): A couple months"", ""Why: Though this is a traditional Marvel plot, the visuals in this film stand far and above any other contribution to the franchise to date."" ]";1;1;1;0;0;0.0
